"File Name","Collection Name#1","Collection Description#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Type#2","Work Type Vocab#2","Work Type Refid#2","Work Title#1","Work Title Type#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Agent Name#2","Work Agent Name Vocab#2","Work Agent Name Refid#2","Work Agent Name Type#2","Work Agent Role#2","Work Agent Role Vocab#2","Work Agent Role Refid#2","Work Agent Name#3","Work Agent Name Type#3","Work Date#1","Work Date Type#1","Work Date#2","Work Date Type#2","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Location Name#1","Location Type#1","Location Refid#1","Location Name#10","Location Type#10","Location Refid#10","Location Name#2","Location Type#2","Location Refid#2","Location Name#3","Location Type#3","Location Refid#3","Location Name#4","Location Type#4","Location Refid#4","Location Name#5","Location Type#5","Location Refid#5","Location Name#6","Location Type#6","Location Refid#6","Location Name#7","Location Type#7","Location Refid#7","Location Name#8","Location Type#8","Location Refid#8","Location Name#9","Location Type#9","Location Refid#9","Repository Location Name#1","Repository Location Type#1","Work Measurements#1","Work Measurement#1","Work Measurement Type#1","Work Measurement Unit#1","Work Measurement#2","Work Measurement Type#2","Work Measurement Unit#2","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Technique#3","Technique Vocab#3","Technique Refid#3","Inscription Text#1","Inscription Text Type#1","Inscription Position#1","Inscription Text#2","Inscription Text Type#2","Cultural Context#1","Cultural Context Vocab#1","Cultural Context Refid#1","Work Description#1","Work Description#2","Relation#1","Relation Type#1","Relation Relids#1","Relation href#1","Image Rights#1","Image Title#1","Image Title Type#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Wolff_AsiaAfricaEurope_singles_012","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Suzuki's tea house, Nikko","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Nikk?, Japan","geographic","7004741","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""Suzuki's tea house, Nikko""","caption","","","","","","","Image No. 12. ""Suzuki's tea house, Nikko"". Titled in ink. 3 5/8 x 4 1/8 Kodak No. 2 circular photo, mounted. c. 1897.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Suzuki's tea house, Nikko","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/44639b291049","1092652","202","Wolff_AsiaAfricaEurope_singles_012.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092652~132992"
"Wolff_AsiaAfricaEurope_singles_022","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","T?sh?-g? at Ueno Park, Tokyo","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","T?ky?, Japan","geographic","7004472","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""Temple in Uyeno Park, Tokio. You see the bronze lanterns & drinking fountains. The small gate in centre of picture is gold lacquer.""","caption","","""Uyeno Temple.""","text","","","","Image No. 22. ""Temple in Uyeno Park, Tokyo. You see the bronze lanterns and drinking fountains. Small gate in centre of picture is gold lacquer"" titled in ink and ""Uyeno Temple"" titled in plate. 5 1/8 x 3 1/2 sepia photo, mounted. c. 1897.","T?sh?-g? at Ueno Park, Tokyo: shrine dedicated to Tokugawa Ieyasu","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","","","","https://ark.colorado.edu/ark:/47540/xj1c7z31d17n","1092803","202","Wolff_AsiaAfricaEurope_singles_022.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092803~133002"
"Wolff_AsiaAfricaEurope_singles_080","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Tawfi?q Pasha, Khedive of Egypt","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Egypt","geographic","7016833","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Tewic Pasha. Present Khidive of Egypt.""","caption","","","","","","","Image No. 80. ""Tewic Pasha. Present Khidive of Egypt"". Titled in ink. 3 7/8 x 5 1/2 photo, mounted. c. 1880.","Tawfi?q Pasha, Khedive of Egypt, 1852-1892","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Tawfi?q Pasha, Khedive of Egypt","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/q73r0h62s364","1093679","202","Wolff_AsiaAfricaEurope_singles_080.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093679~133060"
"Wolff_AsiaAfricaEurope_singles_025","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Temple of Iyemitsu at Nikko","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Nikk?, Japan","geographic","7004741","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""This shows the first gate to the temple of Iyemitsu. You see the railing & the stone lanterns & the red figures in the niches. Also the trees of the grove & on the left, the roofs of some of the minor buildings.""","caption","","","","","","","Image No. 25. ""First gate to Temple of Iyemitsu. See railing, stone lanterns, and red figures in niches"". Extended title in ink. 5 1/4 x 3 1/2 sepia photo, mounted. c. 1897.","Temple of Iyemitsu at Nikko","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Temple of Iyemitsu at Nikko","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/sg3h3q6251nz","1092849","202","Wolff_AsiaAfricaEurope_singles_025.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092849~133005"
"Wolff_AsiaAfricaEurope_singles_023","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Temple with rows of torii in Japan.","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","hand coloring","aat","300133555","","","","""The Temple of Inari, showing the avenues of tori, given as offerings, also stone lanterns. These lanterns are 12 feet high""","caption","","","","","","","Image No. 23. ""The Temple of Inari, showing the avenues of Tori, given as offerings, aslo stone lanterns, 12 feet high"". Titled in ink. 5 1/4 x 3 5/8 photo, mounted. c. 1897","There are numerous such temples (with rows of torii) in Japan. Without more information, we cannot be sure which one is shown.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Temple with rows of torii in Japan.","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/wq677278j9j4","1092817","202","Wolff_AsiaAfricaEurope_singles_023.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092817~133003"
"Wolff_AsiaAfricaEurope_singles_026","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Temple with rows of torii in Japan. Possibly a Toshogu.","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""One of the torii. The entrance in the sacred grove to the temple buildings of Ieyasu the Shogun in 1604. This is of stone, the heavy cross pieces mortised into the columns. It is almost 28 ft high. The grove is of the tall cryptomerias giving the densest kind of a shade.""","caption","","","","","","","Image No. 26. ""Torii. Entrance in sacred grove to the temple buildings of Lyeyasu the Shogun in 1604. Heavy stone cross pieces mortised into columns. 28 ft high"". Extended title in ink. 5 1/4 x 1/2 photo, mounted. c. 1897","There are numerous such temples (with torii) in Japan. Without more information, we cannot be sure which one is shown.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Temple with rows of torii in Japan. Possibly a Toshogu.","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/1j0z1c83d1ts","1092864","202","Wolff_AsiaAfricaEurope_singles_026.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092864~133006"
"Wolff_AsiaAfricaEurope_singles_021","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The Chanoyu, or Japanese tea ceremony","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""This is the great Cha-no-yu Ceremony. The high social accomplishment, which it takes two or three years to acquire. There are numberless rules to be observed in every detail of the making, pouring out and drinking of the tea.""","caption","","""Ceremony For Offering Tea.""","text","","","","Image No. 21. ""This is the great Cha-no-yu Ceremony"" titled in ink and ""Ceremony For Offering Tea"" titled in plate. 5 1/4 x 3 5/8 sepia photo, mounted. c. 1897.","The Chanoyu, or Japanese tea ceremony","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Chanoyu, or Japanese tea ceremony","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/xp2q6629483t","1092787","202","Wolff_AsiaAfricaEurope_singles_021.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092787~133001"
"Wolff_AsiaAfricaEurope_singles_034","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The figures in the hall of the 500 Buddhas at Guangzhou","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Guangzhou, China","geographic","7018040","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""The figures in the hall of the 500 Buddhas at Canton.""","caption","","","","","","","Image No. 34. ""The figures in the hall of the 500 Buddhas at Canton."" Titled in ink. 10 1/2 x 8 photo, mounted. c. 1897.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The figures in the hall of the 500 Buddhas at Guangzhou","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/s57j1q1207ns","1092985","202","Wolff_AsiaAfricaEurope_singles_034.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092985~133014"
"Wolff_AsiaAfricaEurope_singles_099","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The Madonna in sorrow","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Florence, Italy","geographic","7000457","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""2652. Firenze. Galleria Uffizi. Madonna delladi Sassoferrato, de lui dipinta.""","text","","","","","","","Image No. 99. ""Plate No. 2652. Firenze. Galleria Uffizi. Madonna delladi Sassoferrato, de lui dipinta."" 4 x 5 7/8 photo, mounted. c. 1880.","The Madonna in sorrow","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Madonna in sorrow","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/v31r575078qt","1093956","202","Wolff_AsiaAfricaEurope_singles_099.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093956~133079"
"Wolff_AsiaAfricaEurope_singles_027","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The Obelisk of Heliopolis","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Heliopolis (ancient site), Egypt","geographic","7001183","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""The Obelisk of Heliopolis, 66 ft. high. Near the supposed ruins of the Temple of the Sun.""","caption","","","","","","","Image No. 27. ""The Obelisk of Heliopolis, 66 ft. high. Near the supposed ruins of the Temple of the Sun"". Titled in ink. 8 1/4 x 9 1/4 sepia photo, mounted. c. 1897.","Ancient city of Lower Egypt, 6 miles NE of Cairo. The obelisk, composed of pinkish/red granite, stands over 20 m high. Shown here long before the stone was raised by 2 m, to protect it from ground-water.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Obelisk of Heliopolis","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/wf6b0k40313j","1092879","202","Wolff_AsiaAfricaEurope_singles_027.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092879~133007"
"Wolff_AsiaAfricaEurope_singles_077","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The Parthenon in Athens","descriptive","","","","","","","","","","","","","","","","","1870/1890","creation","","","","","","","","","","","","","Athens, Greece","geographic","7001393","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""The remains of some of the sculpture of Phidias under the peak of the roof. Most of them were carried off by Lord Elgin. This gives but a small idea of its beauty, none at all of its size. It is like all of these ruins, of beautiful white marble, not much darkened even by its extreme age, 500 B.C.""","caption","","","","","","","Image No. 77. ""The remains of some of the sculpture of Phidias under the peak of the roof, most carried off by Lord Elgin"". Extended title in ink. Shows temples with many pieces in foreground. 7 3/8 x 5 photo, mounted. c. 1875.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Parthenon in Athens","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/rf1n4p52v6f9","1093635","202","Wolff_AsiaAfricaEurope_singles_077.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093635~133057"
"nspc_wolff_singlesCivilWarCarte_69","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","The Queen & Princess Beatrice","repository","Mayall","","","personal","","","","Earles' Galleries and Looking glass warehouse","","","corporate","","","","","","1864/1866","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","England","creation","7002445","","","","London","creation","7011781","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","83. Foreign / Queen Victoria & P. Beatrice","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Queen & Princess Beatrice","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/q40r3j96b5bx","1088409","202","nspc_wolff_singlesCivilWarCarte_69.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1088409~140787"
"Wolff_AsiaAfricaEurope_singles_086","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","The Rape of Polyxena, by Pio Fedi","descriptive","","","","","","","","","","","","","","","","","1870/1890","creation","","","","","","","","","","","","","Florence, Italy","geographic","7000457","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","","","","","","","","","Image No. 86. Outdoor sculpture group. 3 3/4 x 5 1/4 photo, mounted. c. 1875.","The Rape of Polyxena, by Pio Fedi (1865), also at the Loggia Dei Lanzi (Florence)","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","The Rape of Polyxena, by Pio Fedi","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/0z034r85j2b9","1093768","202","Wolff_AsiaAfricaEurope_singles_086.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093768~133066"
"Wolff_AsiaAfricaEurope_singles_005","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Toshogu shrine","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Nikk?, Japan","geographic","7004741","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","hand coloring","aat","300133555","","","","""One of the carvings in the temple of Iyeyasu at Nikko. It is under the cornice, on the outside of the stable of the sacred horse, and represents the monkeys in the three countries of Buddhism, India, China & Japan. One is deaf, one dumb & one blind. Signifying that one should neither see, hear, nor speak evil.""","caption","","","","","","","Image No. 5. ""Carving in Temple of Tyeyasn at Nikko"". Extended title in ink. 5 1/4 x 3 1/2 mounted photo. c. 1890","(=Toshogu shrine, dedicated to Tokugawa Ieyasu, founder of the Tokugawa shogunate)","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Toshogu shrine","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/sk906881j697","1092545","202","Wolff_AsiaAfricaEurope_singles_005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092545~132985"
"[Travel Album with Ethnographic Studies]","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","","","","Travel Album with Ethnographic Studies","owner","","","","","","","","","","","","","","","","","1889/1891","creation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","300133274","sketches","aat","300015617","","","","","","","","","","","","214 albumen photos, various sizes, in folio album. Includes sketches based on photographs in margins. C. 1890.","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Travel Album with Ethnographic Studies","generalView","2015","","","","https://ark.colorado.edu/ark:/47540/8d789340p2tt","1100917","202","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1100917~"
"nspc_wolff_singlesCivilWarCarte_57","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Ulysses S. Grant","repository","Richards' Photograph and Fine Art Gallery","","","corporate","","","","","","","","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","Philadelphia","creation","7014406","","","","Pennsylvania","creation","7007710","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","65. Grant","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Ulysses S. Grant","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/dn9x8x74f53f","1088228","202","nspc_wolff_singlesCivilWarCarte_57.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1088228~140775"
"Wolff_AsiaAfricaEurope_singles_066","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Unknown sculpture of a woman, by Baruzzi","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Bologna, Italy","geographic","7004847","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Bologna. No 373. Camposanto. De Moglio(?) Del Monumento Baruzzi. Fotog. dell' Emilia Bologna.""","text","","","","","","","Image No. 66. ""Plate No. 373 Bologna. Camposanto. Dettalglio Del Monumento Baruzzi. Fotog. Dell Emilia Bologna."" 6 7/8 x 10 photo, mounted. c. 1880.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Unknown sculpture of a woman, by Baruzzi","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/8q5x0d89568r","1093478","202","Wolff_AsiaAfricaEurope_singles_066.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093478~133046"
